id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd
8127,Chicken Little,"Animation, Family, Comedy",en,5.9,1,21,2005-11-04,3870,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Amy Sedaris, Steve Zahn",150000000.0,314400000.0
8128,Largo Winch II,"Action, Adventure, Thriller",fr,5.9,1,59,2011-02-16,348,Jérôme Salle,"Tomer Sisley, Sharon Stone, Ulrich Tukur, Olivier Barthélémy, Napakpapha Nakprasitte",21200000.0,14400000.0
8129,King Cobra,"Crime, Drama",en,5.9,1,33,2016-10-21,464,Justin Kelly,"Garrett Clayton, Christian Slater, Keegan Allen, James Franco, Alicia Silverstone",0.0,81757.0
8130,Duplicity,"Romance, Comedy, Crime",en,5.9,2,5,2009-03-18,777,Tony Gilroy,"Julia Roberts, Clive Owen, Tom Wilkinson, Paul Giamatti, Tom McCarthy",60000000.0,78176181.0
8131,Memoirs of an Invisible Man,"Science Fiction, Comedy, Romance",en,5.9,1,39,1992-02-28,565,John Carpenter,"Chevy Chase, Daryl Hannah, Sam Neill, Michael McKean, Stephen Tobolowsky",40000000.0,14358033.0
8132,Serial (Bad) Weddings 2,Comedy,fr,5.9,1,39,2019-01-30,1249,Philippe de Chauveron,"Christian Clavier, Chantal Lauby, Ary Abittan, Medi Sadoun, Frédéric Chau",18500000.0,87761988.0
8133,Sinister 2,Horror,en,5.9,1,37,2015-08-19,2108,Ciarán Foy,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan, Lea Coco",10000000.0,53329150.0
8134,The Last Five Years,"Comedy, Drama, Music, Romance",en,5.9,1,34,2014-11-03,335,Richard LaGravenese,"Anna Kendrick, Jeremy Jordan, Natalie Knepp, Bettina Bresnan, Marceline Hugot",3500000.0,292092.0
8135,She-Devil,Comedy,en,5.9,1,39,1989-12-08,374,Susan Seidelman,"Meryl Streep, Roseanne Barr, Ed Begley Jr., Linda Hunt, Sylvia Miles",20000000.0,15400000.0
8136,The Break-Up,"Romance, Comedy",en,5.9,1,46,2006-06-01,2641,Peyton Reed,"Jennifer Aniston, Vince Vaughn, Joey Lauren Adams, Ann-Margret, Jason Bateman",52000000.0,205700000.0
8137,Rogue City,"Crime, Thriller, Action, Drama",fr,5.9,1,56,2020-10-30,581,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, Jean Reno, David Belle",0.0,0.0
8138,Forbidden Empire,"Thriller, Adventure, Mystery, Fantasy, Horror, Science Fiction",ru,5.9,2,8,2014-01-30,306,Oleg Stepchenko,"Jason Flemyng, Aleksey Chadov, Agniya Ditkovskite, Yuriy Tsurilo, Olga Zaytseva",26000000.0,34592118.0
8139,Free Birds,"Animation, Comedy, Family",en,5.9,1,31,2013-10-30,768,Jimmy Hayward,"Owen Wilson, Woody Harrelson, Amy Poehler, George Takei, Colm Meaney",55000000.0,110000000.0
8140,This Is 40,Comedy,en,5.9,2,14,2012-12-20,2128,Judd Apatow,"Paul Rudd, Leslie Mann, John Lithgow, Megan Fox, Maude Apatow",35000000.0,88200000.0
8141,Funny People,"Comedy, Drama",en,5.9,2,26,2009-07-30,1272,Judd Apatow,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana, Jonah Hill",75000000.0,71600000.0
8142,"Grande, grosso e Verdone",Comedy,it,5.9,2,12,2008-03-07,380,Carlo Verdone,"Carlo Verdone, Claudia Gerini, Geppi Cucciari, Eva Riccobono, Vittorio Emanuele Propizio",0.0,0.0
8143,In the Land of Women,"Romance, Comedy, Drama",en,5.9,1,37,2007-04-20,483,Jonathan Kasdan,"Meg Ryan, Kristen Stewart, Adam Brody, JoBeth Williams, Olympia Dukakis",10000000.0,17562071.0
8144,Shimmer Lake,"Thriller, Crime, Drama, Mystery",en,5.9,1,23,2017-06-09,412,Oren Uziel,"Rainn Wilson, Benjamin Walker, John Michael Higgins, Rob Corddry, Adam Pally",0.0,0.0
8145,Paranormal Activity 3,"Horror, Mystery",en,5.9,1,23,2011-10-19,2157,Henry Joost,"Katie Featherston, Sprague Grayden, Lauren Bittner, Christopher Nicholas Smith, Chloe Csengery",5000000.0,207039844.0
8146,Solitary Man,"Comedy, Drama, Romance",en,5.9,1,30,2009-09-07,303,Brian Koppelman,"Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker, Jenna Fischer",15000000.0,5000000.0
8147,The Front Runner,"Drama, History",en,5.9,1,53,2018-11-06,349,Jason Reitman,"Hugh Jackman, Vera Farmiga, J.K. Simmons, Mark O'Brien, Molly Ephraim",25000000.0,3300000.0
8148,Beyond the Reach,Thriller,en,5.9,1,35,2014-09-06,356,Jean-Baptiste Léonetti,"Michael Douglas, Jeremy Irvine, Hanna Mangan Lawrence, Ronny Cox, Martin Palmer",0.0,45895.0
8149,Fifty Shades of Grey,"Drama, Romance, Thriller",en,5.9,2,5,2015-02-11,11703,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk",40000000.0,569651467.0
8150,Beverly Hills Chihuahua 2,"Comedy, Family",en,5.9,1,24,2011-02-01,386,Alex Zamm,"Odette Annable, George Lopez, Zachary Gordon, Christine Lakin, Miguel Ferrer",12000000.0,0.0
8151,Red Dot,"Thriller, Horror",sv,5.9,1,26,2021-02-11,685,Alain Darborg,"Johannes Bah Kuhnke, Nanna Blondell, Anastasios Soulis, Kalled Mustonen, Thomas Hanzon",0.0,0.0
8152,Earth to Echo,"Family, Adventure, Science Fiction",en,5.9,1,29,2014-06-14,577,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford",13000000.0,45300000.0
8153,12 Rounds,"Action, Thriller, Crime",en,5.9,1,48,2009-03-19,764,Renny Harlin,"John Cena, Aidan Gillen, Ashley Scott, Brian J. White, Taylor Cole",22000000.0,17280326.0
8154,Ignorance Is Bliss,Comedy,it,5.9,1,42,2017-02-23,444,Massimiliano Bruno,"Marco Giallini, Alessandro Gassmann, Valeria Bilello, Carolina Crescentini, Teresa Romagnoli",0.0,0.0
8155,Backcountry,"Horror, Thriller, Drama",en,5.9,1,32,2015-03-20,613,Adam MacDonald,"Missy Peregrym, Jeff Roop, Eric Balfour, Nicholas Campbell",0.0,0.0
8156,Mr. Deeds,"Comedy, Romance",en,5.9,1,36,2002-06-28,2253,Steven Brill,"Adam Sandler, Winona Ryder, John Turturro, Allen Covert, Peter Gallagher",50000000.0,171269565.0
8157,Cooties,"Comedy, Horror",en,5.9,1,28,2014-10-10,733,Cary Murnion,"Elijah Wood, Alison Pill, Rainn Wilson, Jack McBrayer, Nasim Pedrad",0.0,581011.0
8158,Must Love Dogs,"Romance, Comedy",en,5.9,1,38,2005-07-21,457,Gary David Goldberg,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer, Dermot Mulroney",30000000.0,58405313.0
8159,A Score to Settle,"Action, Crime, Drama, Thriller",en,5.9,1,43,2019-08-01,483,Shawn Ku,"Nicolas Cage, Noah Le Gros, Karolina Wydra, Benjamin Bratt, Mohamed Karim",0.0,0.0
8160,Child's Play 3,"Horror, Thriller",en,5.9,1,30,1991-08-30,1570,Jack Bender,"Justin Whalin, Brad Dourif, Perrey Reeves, Jeremy Sylvers, Travis Fine",13000000.0,20560255.0
8161,Underworld: Blood Wars,"Fantasy, Action, Adventure, Thriller",en,5.9,1,31,2016-11-24,3630,Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver, Bradley James",35000000.0,81093313.0
8162,Tokyo Gore Police,"Horror, Action, Science Fiction",ja,5.9,1,50,2008-10-04,309,Yoshihiro Nishimura,"Eihi Shiina, Itsuji Itao, Yukihide Benny, Jiji Bû, Ikuko Sawada",0.0,0.0
8163,Unforgettable,"Drama, Thriller",en,5.9,1,40,2017-03-06,629,Denise Di Novi,"Rosario Dawson, Katherine Heigl, Geoff Stults, Isabella Kai, Alex Quijano",12000000.0,17800000.0
8164,The Specialist,"Action, Thriller",en,5.9,1,50,1994-10-07,1283,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts",45000000.0,170362582.0
8165,The Solitude of Prime Numbers,Drama,it,5.9,1,58,2010-09-10,380,Saverio Costanzo,"Alba Rohrwacher, Luca Marinelli, Aurora Ruffino, Arianna Nastro, Tommaso Maria Neri",0.0,5505962.0
8166,Greenberg,"Comedy, Drama, Romance",en,5.9,1,47,2010-03-26,552,Noah Baumbach,"Ben Stiller, Greta Gerwig, Rhys Ifans, Jennifer Jason Leigh, Mark Duplass",0.0,6344112.0
8167,Birthday Girl,"Comedy, Crime, Thriller",en,5.9,1,33,2001-09-06,392,Jez Butterworth,"Nicole Kidman, Ben Chaplin, Vincent Cassel, Mathieu Kassovitz, Kate Lynn Evans",13000000.0,0.0
8168,Suburbicon,"Thriller, Crime, Drama, Mystery",en,5.9,1,45,2017-10-26,1674,George Clooney,"Matt Damon, Julianne Moore, Noah Jupe, Oscar Isaac, Landon Gordon",25000000.0,12751667.0
8169,Playing It Cool,"Comedy, Romance",en,5.9,1,34,2014-09-26,741,Justin Reardon,"Chris Evans, Michelle Monaghan, Topher Grace, Aubrey Plaza, Luke Wilson",0.0,1323415.0
8170,New Year's Eve,"Comedy, Romance",en,5.9,1,58,2011-12-08,2107,Garry Marshall,"Hilary Swank, Robert De Niro, Michelle Pfeiffer, Josh Duhamel, Sarah Jessica Parker",56000000.0,142000000.0
8171,The Karate Kid Part III,"Action, Family, Drama, Adventure",en,5.9,1,52,1989-06-16,1582,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove",12500000.0,38956288.0
8172,The Haunting in Connecticut 2: Ghosts of Georgia,"Horror, Drama, Thriller",en,5.9,1,41,2013-02-01,503,Tom Elkins,"Chad Michael Murray, Katee Sackhoff, Abigail Spencer, Cicely Tyson, Emily Alyn Lind",8000000.0,5127434.0
8173,Butter,Comedy,en,5.9,1,30,2012-10-05,391,Jim Field Smith,"Jennifer Garner, Yara Shahidi, Hugh Jackman, Ty Burrell, Olivia Wilde",0.0,175706.0
8174,Splice,"Horror, Science Fiction",en,5.9,1,44,2010-06-03,2224,Vincenzo Natali,"Adrien Brody, Sarah Polley, Delphine Chanéac, David Hewlett, Abigail Chu",26000000.0,0.0
8175,I Could Never Be Your Woman,"Comedy, Drama, Romance",en,5.9,1,37,2007-05-11,412,Amy Heckerling,"Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Tracey Ullman, Stacey Dash",24000000.0,9576495.0
8176,Horsemen,"Crime, Drama, Horror, Mystery, Thriller",en,5.9,1,30,2009-02-06,540,Jonas Åkerlund,"Dennis Quaid, Zhang Ziyi, Lou Taylor Pucci, Clifton Collins Jr., Barry Shabaka Henley",20000000.0,1017401.0
8177,Herbie Goes to Monte Carlo,"Romance, Comedy, Family, Action, Adventure",en,5.9,1,45,1977-06-24,312,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear",0.0,29000000.0
8178,Racing Stripes,"Comedy, Family",en,5.9,1,42,2005-01-06,604,Frederik Du Chau,"Frankie Muniz, Hayden Panettiere, Bruce Greenwood, Mandy Moore, Wendie Malick",30000000.0,90754475.0
8179,Sentinelle,"Thriller, Action, Drama",fr,5.9,1,20,2021-03-05,582,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers",6500000.0,0.0
8180,Gringo,"Comedy, Action, Crime",en,5.9,1,51,2018-03-08,725,Nash Edgerton,"David Oyelowo, Joel Edgerton, Charlize Theron, Amanda Seyfried, Sharlto Copley",10000000.0,11001627.0
8181,Gringo,"Comedy, Action, Crime",en,5.9,1,51,2018-03-08,725,Nash Edgerton,"David Oyelowo, Joel Edgerton, Charlize Theron, Amanda Seyfried, Sharlto Copley",10000000.0,11001627.0
8182,A Perfect Plan,"Comedy, Romance",fr,5.9,1,44,2012-10-29,608,Pascal Chaumeil,"Diane Kruger, Dany Boon, Alice Pol, Robert Plagnol, Jonathan Cohen",0.0,0.0
8183,RoboCop,"Science Fiction, Action, Crime",en,5.9,1,58,2014-01-30,5446,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish, Jackie Earle Haley",120000000.0,242688965.0
8184,The Rum Diary,"Comedy, Drama",en,5.9,2,0,2011-10-13,1213,Bruce Robinson,"Johnny Depp, Amber Heard, Aaron Eckhart, Michael Rispoli, Giovanni Ribisi",45000000.0,24000000.0
8185,Pushing Tin,"Comedy, Drama",en,5.9,2,4,1999-04-23,389,Mike Newell,"John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie, Gene Dinovi",33000000.0,8408835.0
8186,Barnyard,"Animation, Comedy, Family",en,5.9,1,30,2006-08-04,1074,Steve Oedekerk,"Kevin James, Courteney Cox, Sam Elliott, Danny Glover, Wanda Sykes",51000000.0,116500000.0
8187,Little Nicky,"Comedy, Fantasy",en,5.9,1,30,2000-11-10,1790,Steven Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Tommy Lister Jr.",85000000.0,58292295.0
8188,Beverly Hills Cop III,"Action, Comedy, Crime",en,5.9,1,45,1994-05-24,1872,John Landis,"Eddie Murphy, Judge Reinhold, Hector Elizondo, Timothy Carhart, John Saxon",50000000.0,119208989.0
8189,No One Gets Out Alive,"Horror, Mystery, Thriller",en,5.9,1,25,2021-09-29,632,Santiago Menghini,"Cristina Rodlo, Marc Menchaca, David Figlioli, Claudia Coulter, David Barrera",0.0,0.0
8190,Borderlands,"Action, Science Fiction, Comedy",en,5.9,1,41,2024-08-07,759,Eli Roth,"Cate Blanchett, Kevin Hart, Edgar Ramírez, Jamie Lee Curtis, Ariana Greenblatt",115000000.0,30863794.0
8191,Gnomeo & Juliet,"Animation, Family",en,5.9,1,24,2011-01-13,1928,Kelly Asbury,"James McAvoy, Emily Blunt, Michael Caine, Maggie Smith, Julie Walters",36000000.0,189712432.0
8192,Tamara Drewe,"Comedy, Romance",en,5.9,1,51,2010-07-14,433,Stephen Frears,"Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper, Jessica Barden",0.0,12037973.0
8193,Legion,"Horror, Action, Fantasy",en,5.9,1,40,2010-01-21,2590,Scott Stewart,"Paul Bettany, Dennis Quaid, Lucas Black, Kate Walsh, Tyrese Gibson",26000000.0,67900000.0
8194,USS Indianapolis: Men of Courage,"Action, War",en,5.9,2,8,2016-09-22,591,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Matt Lanter, Thomas Jane, Emily Tennant",40000000.0,2158568.0
8195,Exodus: Gods and Kings,"Adventure, Drama, Action",en,5.9,2,30,2014-12-03,4510,Ridley Scott,"Christian Bale, Joel Edgerton, Ben Kingsley, John Turturro, Aaron Paul",140000000.0,268031828.0
8196,Nothing to Declare,Comedy,fr,5.9,1,48,2010-12-20,1097,Dany Boon,"Benoît Poelvoorde, Dany Boon, Julie Bernard, Christel Pedrinelli, Joachim Ledeganck",28000000.0,93800000.0
8197,A Guy Thing,"Comedy, Romance",en,5.9,1,41,2003-01-17,335,Chris Koch,"Jason Lee, Selma Blair, Julia Stiles, Shawn Hatosy, Lochlyn Munro",20000000.0,17400000.0
8198,The Wolfman,"Horror, Thriller",en,5.9,1,43,2010-02-10,1971,Joe Johnston,"Benicio del Toro, Anthony Hopkins, Emily Blunt, Hugo Weaving, Geraldine Chaplin",150000000.0,140700000.0
8199,Abduction,"Thriller, Action, Mystery",en,5.9,1,46,2011-09-22,2854,John Singleton,"Taylor Lautner, Lily Collins, Alfred Molina, Sigourney Weaver, Jason Isaacs",35000000.0,82087155.0
8200,Problem Child 2,"Comedy, Family",en,5.9,1,30,1991-07-03,596,Brian Levant,"John Ritter, Michael J. Oliver, Jack Warden, Laraine Newman, Amy Yasbeck",15000000.0,32704700.0
8201,The Spy Next Door,"Action, Comedy, Family",en,5.9,1,34,2010-01-15,1284,Brian Levant,"Jackie Chan, Amber Valletta, Madeline Carroll, Alina Foley, Magnús Scheving",28000000.0,66166000.0
8202,Beerfest,Comedy,en,5.9,1,50,2006-08-25,536,Jay Chandrasekhar,"Erik Stolhanske, Jay Chandrasekhar, Steve Lemme, Paul Soter, M.C. Gainey",17500000.0,19179969.0
8203,Friday the 13th Part III,"Horror, Thriller",en,5.9,1,35,1982-08-13,1381,Steve Miner,"Dana Kimmell, Catherine Parks, Richard Brooker, Tracie Savage, David Wiley",2200000.0,36690067.0
8204,The Hitcher,"Crime, Horror, Thriller",en,5.9,1,24,2007-01-19,910,Dave Meyers,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough, Kyle Davis",10000000.0,25400000.0
8205,365 Days: This Day,"Romance, Drama",pl,5.9,1,51,2022-04-26,1516,Tomasz Mandes,"Anna-Maria Sieklucka, Michele Morrone, Simone Susinna, Magdalena Lamparska, Otar Saralidze",0.0,0.0
8206,Drop Dead Fred,"Comedy, Fantasy, Family",en,5.9,1,43,1991-04-19,363,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson, Carrie Fisher",6788000.0,13878334.0
8207,RV,"Family, Comedy, Romance, Drama",en,5.9,1,39,2006-04-28,1657,Barry Sonnenfeld,"Robin Williams, Cheryl Hines, JoJo, Josh Hutcherson, Jeff Daniels",50000000.0,87528173.0
8208,The Big Wedding,Comedy,en,5.9,1,30,2013-04-25,1146,Justin Zackham,"Robert De Niro, Diane Keaton, Ben Barnes, Amanda Seyfried, Susan Sarandon",35000000.0,21800000.0
8209,Black Water,"Adventure, Drama, Horror",en,5.9,1,30,2007-06-01,332,David Nerlich,"Maeve Dermody, Diana Glenn, Andy Rodoreda, Ben Oxenbould, Fiona Press",700000.0,1271556.0
8210,The Comeback Trail,"Comedy, Crime",en,5.9,1,44,2020-11-12,307,George Gallo,"Robert De Niro, Morgan Freeman, Tommy Lee Jones, Zach Braff, Emile Hirsch",25000000.0,0.0
8211,Planet 51,"Animation, Family, Comedy, Science Fiction, Adventure",en,5.9,1,31,2009-11-19,2012,Jorge Blanco,"Dwayne Johnson, Seann William Scott, Jessica Biel, Justin Long, Gary Oldman",70000000.0,104945765.0
8212,Mom or Dad?,Comedy,it,5.9,1,38,2017-02-14,627,Riccardo Milani,"Paola Cortellesi, Antonio Albanese, Carlo Buccirosso, Luca Angeletti, Matilde Gioli",0.0,0.0
8213,Hitman: Agent 47,"Action, Crime, Thriller",en,5.9,1,36,2015-08-20,3022,Aleksander Bach,"Rupert Friend, Zachary Quinto, Hannah Ware, Emilio Rivera, Rolf Kanies",35000000.0,81967450.0
8214,The Cobbler,"Fantasy, Comedy, Drama",en,5.9,1,39,2014-09-11,1639,Tom McCarthy,"Adam Sandler, Method Man, Dustin Hoffman, Steve Buscemi, Melonie Diaz",0.0,0.0
8215,Blade: Trinity,"Action, Horror, Science Fiction",en,5.9,2,3,2004-12-08,3862,David S. Goyer,"Wesley Snipes, Jessica Biel, Ryan Reynolds, Kris Kristofferson, Dominic Purcell",65000000.0,128905366.0
8216,Stockholm,"Crime, Comedy",en,5.9,1,32,2019-04-12,377,Robert Budreau,"Ethan Hawke, Noomi Rapace, Mark Strong, Christopher Heyerdahl, Bea Santos",0.0,0.0
8217,When the Bough Breaks,"Drama, Thriller",en,5.9,1,37,2016-09-09,389,Jon Cassar,"Morris Chestnut, Regina Hall, Jaz Sinclair, Romany Malco, Michael Kenneth Williams",10000000.0,30658387.0
8218,Into the Forest,"Drama, Science Fiction",en,5.9,1,41,2016-06-03,661,Patricia Rozema,"Elliot Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund",0.0,9995.0
8219,Super Troopers 2,"Comedy, Crime, Mystery",en,5.9,1,40,2018-04-19,457,Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Erik Stolhanske, Paul Soter",13500000.0,31626386.0
8220,The Crow,"Action, Fantasy, Horror",en,5.9,1,51,2024-08-21,730,Rupert Sanders,"Bill Skarsgård, FKA twigs, Danny Huston, Josette Simon, Laura Birn",50000000.0,24008667.0
8221,Identity Thief,"Comedy, Crime",en,5.9,1,51,2013-02-07,3299,Seth Gordon,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet, T.I.",35000000.0,173965010.0
8222,Leprechaun 3,"Comedy, Horror",en,5.9,1,34,1995-06-27,311,Brian Trenchard-Smith,"Warwick Davis, John Gatins, Lee Armstrong, John DeMita, Michael Callan",1200000.0,0.0
8223,Escape from L.A.,"Action, Adventure, Science Fiction, Thriller",en,5.9,1,41,1996-08-09,1414,John Carpenter,"Kurt Russell, Stacy Keach, Steve Buscemi, A.J. Langer, Bruce Campbell",50000000.0,42277365.0
8224,The Benchwarmers,Comedy,en,5.9,1,25,2006-04-07,857,Dennis Dugan,"Rob Schneider, David Spade, Jon Heder, Molly Sims, Jon Lovitz",33000000.0,65000000.0
8225,We Accept Miracles,Comedy,it,5.9,1,45,2015-01-02,424,Alessandro Siani,"Alessandro Siani, Fabio De Luigi, Ana Caterina Morariu, Serena Autieri, Giovanni Esposito",0.0,0.0
8226,The Bounty Hunter,"Action, Comedy, Romance",en,5.9,1,50,2010-03-16,2828,Andy Tennant,"Gerard Butler, Jennifer Aniston, Peter Greene, Jeff Garlin, Jason Sudeikis",40000000.0,136300000.0
8227,Doghouse,"Comedy, Horror",en,5.9,1,29,2009-06-11,357,Jake West,"Stephen Graham, Danny Dyer, Noel Clarke, Emil Marwa, Lee Ingleby",0.0,0.0
8228,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",en,5.9,1,33,1988-08-19,1408,Renny Harlin,"Robert Englund, Rodney Eastman, Danny Hassel, Andras Jones, Tuesday Knight",6500000.0,49369899.0
8229,Antrum,Horror,en,5.9,1,35,2018-10-14,310,David Amito,"Nicole Tompkins, Rowan Smyth, Dan Istrate, Circus-Szalewski, Shu Sakimoto",0.0,0.0
8230,All My Friends Are Dead,"Comedy, Drama, Thriller",pl,5.9,1,35,2020-12-28,340,Jan Belcl,"Julia Wieniawa, Mateusz Więcławek, Adam Woronowicz, Monika Krzywkowska, Paulina Gałązka",0.0,0.0
8231,Coriolanus,"Drama, Thriller",en,5.9,2,3,2011-02-14,443,Ralph Fiennes,"Ralph Fiennes, Gerard Butler, Lubna Azabal, Ashraf Barhom, Jessica Chastain",7700000.0,1072602.0
8232,Battleship,"Thriller, Action, Adventure, Science Fiction",en,5.9,2,11,2012-04-11,5464,Peter Berg,"Taylor Kitsch, Tadanobu Asano, Rihanna, Brooklyn Decker, Gregory D. Gadson",209000000.0,303025485.0
8233,Simply Black,Comedy,fr,5.9,1,30,2020-07-08,419,Jean-Pascal Zadi,"Jean-Pascal Zadi, Fary Lopes, Caroline Anglade, Omar Sy, Mathieu Kassovitz",0.0,0.0
8234,It Comes at Night,"Drama, Horror, Mystery",en,5.9,1,31,2017-06-09,2340,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr.",5000000.0,19280931.0
8235,Kung Fu Yoga,"Comedy, Mystery, Family, Action, Adventure",zh,5.9,1,47,2017-01-27,374,Stanley Tong,"Jackie Chan, Aarif Rahman, Zhang Yixing, Miya Muqi, Sonu Sood",65000000.0,254212245.0
8236,A Good Old Fashioned Orgy,Comedy,en,5.9,1,35,2011-09-02,319,Peter Huyck,"Jason Sudeikis, Leslie Bibb, Lindsay Sloane, Lake Bell, Michelle Borth",0.0,0.0
8237,3 Men and a Little Lady,"Family, Comedy",en,5.9,1,44,1990-11-21,519,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Robin Weisman",0.0,71600000.0
8238,Lying and Stealing,"Crime, Comedy, Drama",en,5.9,1,40,2019-07-12,351,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Aris Alvarado, Fernanda Andrade",3000000.0,0.0
8239,Coexister,Comedy,fr,5.9,1,30,2017-10-11,383,Fabrice Eboué,"Ramzy Bedia, Fabrice Eboué, Guillaume de Tonquédec, Audrey Lamy, Jonathan Cohen",0.0,0.0
8240,Only God Forgives,"Drama, Thriller, Crime",en,5.8,1,30,2013-05-30,2396,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Rhatha Phongam, Gordon Brown",4800000.0,10300000.0
8241,Poseidon,"Adventure, Action, Drama, Thriller",en,5.8,1,38,2006-05-03,2117,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum",160000000.0,181700000.0
8242,Antigang,"Action, Drama",fr,5.8,1,32,2015-08-19,338,Benjamin Rocher,"Jean Reno, Alban Lenoir, Caterina Murino, Oumar Diaw, Stéfi Celma",0.0,3056677.0
8243,Automata,"Thriller, Science Fiction",en,5.8,1,50,2014-10-09,1634,Gabe Ibáñez,"Antonio Banderas, Melanie Griffith, Birgitte Hjort Sørensen, Dylan McDermott, Robert Forster",7000000.0,6237990.0
8244,Mortal Kombat,"Action, Fantasy",en,5.8,1,41,1995-08-18,2249,Paul W. S. Anderson,"Robin Shou, Linden Ashby, Bridgette Wilson-Sampras, Christopher Lambert, Cary-Hiroyuki Tagawa",18000000.0,122195920.0
8245,Blood: The Last Vampire,"Action, Adventure, Horror, Science Fiction, Thriller",en,5.8,1,31,2009-04-02,371,Chris Nahon,"Jun Ji-hyun, Allison Miller, Liam Cunningham, JJ Feild, Koyuki",30000000.0,5874530.0
8246,Tesla,"History, Drama",en,5.8,1,42,2020-08-14,324,Michael Almereyda,"Ethan Hawke, Eve Hewson, Jim Gaffigan, Kyle MacLachlan, Donnie Keshawarz",5000000.0,459051.0
8247,Dead Weight,Comedy,fr,5.8,1,47,2002-04-10,369,Alain Berbérian,"Benoît Poelvoorde, Gérard Lanvin, José Garcia, Djimon Hounsou, Rossy de Palma",0.0,0.0
8248,Four Rooms,Comedy,en,5.8,1,38,1995-12-09,2626,Robert Rodriguez,"Tim Roth, Jennifer Beals, Antonio Banderas, Valeria Golino, David Proval",4000000.0,4257354.0
8249,Love Happens,"Drama, Romance",en,5.8,1,49,2009-09-18,663,Brandon Camp,"Aaron Eckhart, Jennifer Aniston, Dan Fogler, Judy Greer, Martin Sheen",18000000.0,36100000.0
8250,Undercover Brother,"Action, Comedy",en,5.8,1,26,2002-05-31,370,Malcolm D. Lee,"Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis-Taylor, Chi McBride",25000000.0,41604473.0
8251,Mighty Morphin Power Rangers: The Movie,"Action, Adventure, Science Fiction, Fantasy",en,5.8,1,36,1995-06-30,693,Bryan Spicer,"David Yost, Steve Cardenas, Amy Jo Johnson, Karan Ashley, Johnny Yong Bosch",15000000.0,66400000.0
8252,One Night at McCool's,"Comedy, Crime",en,5.8,1,33,2001-04-19,333,Harald Zwart,"Matt Dillon, Liv Tyler, Michael Douglas, Paul Reiser, Reba McEntire",18000000.0,13500000.0
8253,The Five-Year Engagement,"Comedy, Romance",en,5.8,2,4,2012-04-27,1304,Nicholas Stoller,"Jason Segel, Emily Blunt, Rhys Ifans, Chris Pratt, Alison Brie",30000000.0,54169363.0
8254,Missing in Action,"Action, Adventure, Thriller, War",en,5.8,1,41,1984-11-16,477,Joseph Zito,"Chuck Norris, M. Emmet Walsh, David Tress, Lenore Kasdorf, James Hong",2550000.0,22812411.0
8255,Dennis the Menace,"Family, Comedy",en,5.8,1,34,1993-06-24,1444,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson",35000000.0,117270765.0
